Timestamp,CaseID,KontextUdalosti,Komponent,NazovUdalosti,Pôvod,SpojeneUdalosti
15.9.2020 13:27,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
15.9.2020 13:27,ucitel01,Súbor: Requirements Management in Enterprise Architect,Základný systém,Aktualizované nastavenie splnenie aktivity kurzu,web,Základný systém - Aktualizované nastavenie splnenie aktivity kurzu
15.9.2020 13:27,ucitel01,Súbor: Requirements Management in Enterprise Architect,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
15.9.2020 13:49,ucitel01,Stránka: UML modelovanie na Internete,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
15.9.2020 13:49,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
16.9.2020 19:02,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
21.9.2020 7:54,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
21.9.2020 7:54,ucitel01,Stránka: Harmonogram,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
21.9.2020 7:54,ucitel01,Adresár: Analýza požiadaviek (IBM),Adresár,Zobrazené moduly kurzu,web,Adresár - Zobrazené moduly kurzu
21.9.2020 7:58,ucitel01,Adresár: Ako správne písať prípady použitia,Adresár,Zobrazené moduly kurzu,web,Adresár - Zobrazené moduly kurzu
21.9.2020 7:58,ucitel01,Adresár: Analýza požiadaviek (IBM),Adresár,Zobrazené moduly kurzu,web,Adresár - Zobrazené moduly kurzu
21.9.2020 7:58,ucitel01,URL: Získavanie a analýza požiadaviek - videá,URL,Zobrazené moduly kurzu,web,URL - Zobrazené moduly kurzu
21.9.2020 7:59,ucitel01,URL: Requirements Management in Enterprise Architect 13,Základný systém,Aktualizované nastavenie splnenie aktivity kurzu,web,Základný systém - Aktualizované nastavenie splnenie aktivity kurzu
21.9.2020 7:59,ucitel01,URL: Requirements Management in Enterprise Architect 13,URL,Zobrazené moduly kurzu,web,URL - Zobrazené moduly kurzu
21.9.2020 7:59,ucitel01,URL: Requirements Management using Enterprise Architect's Specification Manager ,URL,Zobrazené moduly kurzu,web,URL - Zobrazené moduly kurzu
21.9.2020 7:59,ucitel01,Súbor: Requirements Management in Enterprise Architect,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
21.9.2020 7:59,ucitel01,URL: Získavanie a analýza požiadaviek - videá,URL,Zobrazené moduly kurzu,web,URL - Zobrazené moduly kurzu
21.9.2020 7:59,ucitel01,Adresár: Ako správne písať prípady použitia,Adresár,Zobrazené moduly kurzu,web,Adresár - Zobrazené moduly kurzu
21.9.2020 7:59,ucitel01,Adresár: Ako správne písať prípady použitia,Adresár,Zip archív priečinka bol stiahnutý,web,Adresár - Zip archív priečinka bol stiahnutý
21.9.2020 7:59,ucitel01,Adresár: Analýza požiadaviek (IBM),Adresár,Zobrazené moduly kurzu,web,Adresár - Zobrazené moduly kurzu
21.9.2020 8:02,ucitel01,Adresár: Analýza požiadaviek (IBM),Adresár,Zip archív priečinka bol stiahnutý,web,Adresár - Zip archív priečinka bol stiahnutý
22.9.2020 8:25,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
22.9.2020 8:26,ucitel01,Súbor: kluce,Základný systém,Aktualizované nastavenie splnenie aktivity kurzu,web,Základný systém - Aktualizované nastavenie splnenie aktivity kurzu
22.9.2020 8:26,ucitel01,Súbor: kluce,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
22.9.2020 8:28,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
22.9.2020 10:11,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
22.9.2020 10:12,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
22.9.2020 10:14,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Zobrazený zoznam používateľov,web,Základný systém - Zobrazený zoznam používateľov
22.9.2020 10:14,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
22.9.2020 10:18,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
24.9.2020 16:27,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
24.9.2020 16:27,ucitel01,Stránka: Postup inštalácie,Základný systém,Aktualizované nastavenie splnenie aktivity kurzu,web,Základný systém - Aktualizované nastavenie splnenie aktivity kurzu
24.9.2020 16:27,ucitel01,Stránka: Postup inštalácie,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
27.9.2020 10:10,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
27.9.2020 10:10,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Zobrazený zoznam používateľov,web,Základný systém - Zobrazený zoznam používateľov
27.9.2020 10:10,ucitel01,Stránka: Harmonogram,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
27.9.2020 10:38,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
27.9.2020 10:38,ucitel01,Súbor: Mystery Shopping - Charakteristika a Zadanie projektu,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
27.9.2020 10:46,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
27.9.2020 10:46,ucitel01,Stránka: Harmonogram,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
28.9.2020 9:59,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
28.9.2020 11:40,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
28.9.2020 12:48,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
28.9.2020 15:03,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
28.9.2020 15:47,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
28.9.2020 15:47,ucitel01,Stránka: Harmonogram,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
28.9.2020 15:47,ucitel01,Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
28.9.2020 15:47,ucitel01,Stránka: Požiadavky na vedomosti pre skúškový test,Základný systém,Aktualizované nastavenie splnenie aktivity kurzu,web,Základný systém - Aktualizované nastavenie splnenie aktivity kurzu
28.9.2020 15:47,ucitel01,Stránka: Požiadavky na vedomosti pre skúškový test,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
28.9.2020 18:16,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
28.9.2020 18:16,ucitel01,URL: Plná verzia EA14 - verzia viazaná na študentov UKF,URL,Zobrazené moduly kurzu,web,URL - Zobrazené moduly kurzu
28.9.2020 18:17,ucitel01,Stránka: Postup inštalácie,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
28.9.2020 18:17,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
28.9.2020 18:19,ucitel01,Súbor: sparxkeystoreservice,Základný systém,Aktualizované nastavenie splnenie aktivity kurzu,web,Základný systém - Aktualizované nastavenie splnenie aktivity kurzu
28.9.2020 18:19,ucitel01,Súbor: sparxkeystoreservice,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
28.9.2020 18:23,ucitel01,Súbor: sparxkeystoreservice install tutorial,Základný systém,Aktualizované nastavenie splnenie aktivity kurzu,web,Základný systém - Aktualizované nastavenie splnenie aktivity kurzu
28.9.2020 18:23,ucitel01,Súbor: sparxkeystoreservice install tutorial,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
28.9.2020 18:26,ucitel01,Súbor: kluce,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
28.9.2020 19:18,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
29.9.2020 11:31,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
29.9.2020 11:31,ucitel01,Súbor: Requirements Management in Enterprise Architect,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
29.9.2020 11:57,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
29.9.2020 11:57,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Zobrazený zoznam používateľov,web,Základný systém - Zobrazený zoznam používateľov
30.9.2020 6:13,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
30.9.2020 6:13,ucitel01,"Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam)",Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
30.9.2020 6:15,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
30.9.2020 6:15,ucitel01,Stránka: Harmonogram,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
30.9.2020 6:15,ucitel01,Adresár: Prednášky,Adresár,Zobrazené moduly kurzu,web,Adresár - Zobrazené moduly kurzu
30.9.2020 7:45,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
30.9.2020 7:45,ucitel01,Adresár: Prednášky,Adresár,Zobrazené moduly kurzu,web,Adresár - Zobrazené moduly kurzu
30.9.2020 8:01,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
30.9.2020 9:21,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
30.9.2020 10:27,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
30.9.2020 10:27,ucitel01,Stránka: Harmonogram,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
30.9.2020 11:03,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
30.9.2020 11:08,ucitel01,Stránka: Harmonogram,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
30.9.2020 11:10,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
30.9.2020 14:35,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
30.9.2020 14:38,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
30.9.2020 14:39,ucitel01,Stránka: Harmonogram,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
1.10.2020 17:06,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
2.10.2020 14:47,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
4.10.2020 14:09,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
4.10.2020 14:09,ucitel01,Adresár: Analýza požiadaviek (IBM),Adresár,Zobrazené moduly kurzu,web,Adresár - Zobrazené moduly kurzu
4.10.2020 14:16,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
4.10.2020 14:16,ucitel01,Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
4.10.2020 14:19,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
4.10.2020 14:19,ucitel01,Súbor: Príklad - identifikácia aktérov a prípadov použitia - ATM,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
4.10.2020 14:23,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
4.10.2020 14:23,ucitel01,Súbor: writing-structured-use-case-scenarios-mdd,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
4.10.2020 15:07,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
4.10.2020 15:07,ucitel01,Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
4.10.2020 15:08,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
4.10.2020 15:08,ucitel01,Súbor: Príklad - identifikácia aktérov a prípadov použitia - ATM,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
5.10.2020 7:55,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
5.10.2020 7:55,ucitel01,Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
5.10.2020 7:56,ucitel01,Súbor: Príklad - identifikácia aktérov a prípadov použitia - ATM,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
5.10.2020 8:07,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
5.10.2020 9:44,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
5.10.2020 9:45,ucitel01,Súbor: Príklad - identifikácia aktérov a prípadov použitia - ATM,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
5.10.2020 9:45,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
5.10.2020 9:45,ucitel01,Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
5.10.2020 10:05,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
5.10.2020 10:05,ucitel01,Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
6.10.2020 17:32,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
6.10.2020 17:33,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Zobrazený používateľský profil,web,Základný systém - Zobrazený používateľský profil
7.10.2020 7:55,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
7.10.2020 7:55,ucitel01,Stránka: UML modelovanie na Internete,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
7.10.2020 7:55,ucitel01,Stránka: Harmonogram,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
7.10.2020 11:16,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
7.10.2020 11:18,ucitel01,Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
7.10.2020 11:20,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
7.10.2020 11:55,ucitel01,Stránka: Postup inštalácie,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
7.10.2020 11:55,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
7.10.2020 11:55,ucitel01,Súbor: sparxkeystoreservice install tutorial,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
7.10.2020 12:23,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
7.10.2020 12:43,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
7.10.2020 16:51,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
11.10.2020 23:21,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
11.10.2020 23:21,ucitel01,Stránka: Harmonogram,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
12.10.2020 9:18,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
12.10.2020 9:19,ucitel01,Adresár: Prednášky,Adresár,Zobrazené moduly kurzu,web,Adresár - Zobrazené moduly kurzu
12.10.2020 12:36,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
12.10.2020 12:36,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Sekcia kurzu vytvorená,web,Základný systém - Sekcia kurzu vytvorená
12.10.2020 12:37,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Sekcia kurzu bola aktualizovaná,web,Základný systém - Sekcia kurzu bola aktualizovaná
12.10.2020 12:41,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Položka známky bola aktualizovaná,web,Základný systém - Položka známky bola aktualizovaná
12.10.2020 12:41,ucitel01,Zadanie: Prípady použitia,Základný systém,Modul kurzu bol vytvorený,web,Základný systém - Modul kurzu bol vytvorený
12.10.2020 12:41,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Vytvorená položka známky,web,Základný systém - Vytvorená položka známky
12.10.2020 12:41,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Udalosť v kalendári bola vytvorená,web,Základný systém - Udalosť v kalendári bola vytvorená
12.10.2020 12:41,ucitel01,Zadanie: Prípady použitia,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
12.10.2020 12:41,ucitel01,Zadanie: Prípady použitia,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
12.10.2020 12:42,ucitel01,Zadanie: Prípady použitia,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
12.10.2020 12:42,ucitel01,Zadanie: Prípady použitia,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
12.10.2020 12:42,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
12.10.2020 14:07,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
12.10.2020 14:08,ucitel01,Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
12.10.2020 14:25,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
12.10.2020 14:31,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Kurz bol prehliadnutý,web,Základný systém - Kurz bol prehliadnutý
12.10.2020 14:33,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Člen skupiny bol odobraný,web,Základný systém - Člen skupiny bol odobraný
12.10.2020 14:34,ucitel01,Kurz: Informačné systémy 20/21 (KI/IS),Základný systém,Člen skupiny bol odobraný,web,Základný systém - Člen skupiny bol odobraný
