Timestamp,CaseID,KontextUdalosti,Komponent,NazovUdalosti,Pôvod,SpojeneUdalosti
13.10.2020 13:29,student01,Zadanie: Prípady použitia,Súbory odovzdaných zadaní,Súbor bol nahraný,web,Súbory odovzdaných zadaní - Súbor bol nahraný
13.10.2020 13:29,student01,Zadanie: Prípady použitia,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
15.10.2020 18:28,student01,Anketa: Presun piatkovej prednasky,Anketa,Zobrazené moduly kurzu,web,Anketa - Zobrazené moduly kurzu
15.10.2020 18:29,student01,Anketa: Presun piatkovej prednasky,Anketa,Zobrazené moduly kurzu,web,Anketa - Zobrazené moduly kurzu
19.10.2020 19:15,student01,Zadanie: Doménový model,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
19.10.2020 19:15,student01,Zadanie: Doménový model,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
20.10.2020 19:25,student01,Zadanie: Doménový model,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
20.10.2020 19:25,student01,Zadanie: Doménový model,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
20.10.2020 20:13,student01,Zadanie: Doménový model,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
20.10.2020 20:13,student01,Zadanie: Doménový model,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
20.10.2020 20:13,student01,Zadanie: Doménový model,Zadanie,Bol zobrazený formulár pre riešenia zadania.,web,Zadanie - Bol zobrazený formulár pre riešenia zadania.
20.10.2020 20:14,student01,Zadanie: Doménový model,Zadanie,Používateľ prijal prehlásenie o odovzdanom zadaní.,web,Zadanie - Používateľ prijal prehlásenie o odovzdanom zadaní.
20.10.2020 20:14,student01,Zadanie: Doménový model,Súbory odovzdaných zadaní,Bolo vytvorené riešenie zadania.,web,Súbory odovzdaných zadaní - Bolo vytvorené riešenie zadania.
20.10.2020 20:14,student01,Zadanie: Doménový model,Súbory odovzdaných zadaní,Súbor bol nahraný,web,Súbory odovzdaných zadaní - Súbor bol nahraný
20.10.2020 20:14,student01,Zadanie: Doménový model,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
20.10.2020 20:14,student01,Zadanie: Doménový model,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
20.10.2020 20:14,student01,Zadanie: Doménový model,Zadanie,Zadanie bolo odoslané,web,Zadanie - Zadanie bolo odoslané
27.10.2020 9:22,student01,Anketa: Presun piatkovej prednasky,Anketa,Zobrazené moduly kurzu,web,Anketa - Zobrazené moduly kurzu
27.10.2020 9:22,student01,Zadanie: Doménový model,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
27.10.2020 9:22,student01,Zadanie: Doménový model,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
27.10.2020 9:27,student01,Stránka: Harmonogram,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
27.10.2020 9:28,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
27.10.2020 9:28,student01,Test: Záverečný teoretický test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
27.10.2020 9:28,student01,Stránka: Harmonogram,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
2.11.2020 14:02,student01,Súbor: MySQL workbench,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
2.11.2020 14:02,student01,Test: Priebežný test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
2.11.2020 18:34,student01,Adresár: Ako správne písať prípady použitia,Adresár,Zobrazené moduly kurzu,web,Adresár - Zobrazené moduly kurzu
2.11.2020 18:34,student01,Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
2.11.2020 18:42,student01,Zadanie: Prípady použitia,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
2.11.2020 18:42,student01,Zadanie: Prípady použitia,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
2.11.2020 18:42,student01,Zadanie: Doménový model,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
2.11.2020 18:42,student01,Zadanie: Doménový model,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
2.11.2020 19:00,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
2.11.2020 19:00,student01,Test: Záverečný teoretický test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
2.11.2020 19:00,student01,Test: Test - externisti,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
2.11.2020 19:01,student01,Test: Priebežný test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
3.11.2020 8:15,student01,Test: Priebežný test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
3.11.2020 9:16,student01,Test: Priebežný test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
3.11.2020 9:17,student01,Test: Priebežný test,Test,Zobrazený pokus testu,web,Test - Zobrazený pokus testu
3.11.2020 9:17,student01,Test: Priebežný test,Test,Zahájený pokus,web,Test - Zahájený pokus
3.11.2020 9:54,student01,Stránka: Požiadavky na vedomosti pre skúškový test,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
3.11.2020 9:54,student01,Adresár: Ako správne písať prípady použitia,Adresár,Zobrazené moduly kurzu,web,Adresár - Zobrazené moduly kurzu
3.11.2020 10:15,student01,Adresár: Analýza požiadaviek (IBM),Adresár,Zobrazené moduly kurzu,web,Adresár - Zobrazené moduly kurzu
3.11.2020 10:15,student01,Adresár: Ako správne písať prípady použitia,Adresár,Zobrazené moduly kurzu,web,Adresár - Zobrazené moduly kurzu
3.11.2020 10:15,student01,Súbor: Príklad - identifikácia aktérov a prípadov použitia - AIS,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
3.11.2020 10:55,student01,Test: Priebežný test,Test,Zobrazený súhrn pokusov testu,web,Test - Zobrazený súhrn pokusov testu
3.11.2020 10:55,student01,Test: Priebežný test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
3.11.2020 10:55,student01,Test: Priebežný test,Test,Odoslaný pokus testu,web,Test - Odoslaný pokus testu
9.11.2020 13:47,student01,Test: Priebežný test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
9.11.2020 13:48,student01,Stránka: Postup inštalácie,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
9.11.2020 13:48,student01,Súbor: Install EA 13.5  - easetupfull,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
9.11.2020 13:49,student01,Súbor: sparxkeystoreservice install tutorial,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
9.11.2020 13:50,student01,Súbor: sparxkeystoreservice,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
9.11.2020 13:58,student01,Súbor: sparxkeystoreservice install tutorial,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
9.11.2020 13:59,student01,URL: Plná verzia EA14 - verzia viazaná na študentov UKF,URL,Zobrazené moduly kurzu,web,URL - Zobrazené moduly kurzu
9.11.2020 13:59,student01,Súbor: kluce,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
9.11.2020 14:00,student01,URL: Plná verzia EA14 - verzia viazaná na študentov UKF,URL,Zobrazené moduly kurzu,web,URL - Zobrazené moduly kurzu
9.11.2020 14:01,student01,Súbor: Install EA 13.5  - easetupfull,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
9.11.2020 14:07,student01,URL: EA tutorial,URL,Zobrazené moduly kurzu,web,URL - Zobrazené moduly kurzu
9.11.2020 14:07,student01,URL: Enterprise Architect  - YouTube Channel ,URL,Zobrazené moduly kurzu,web,URL - Zobrazené moduly kurzu
9.11.2020 14:10,student01,Súbor: sparxkeystoreservice install tutorial,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
9.11.2020 14:12,student01,Súbor: Install EA 13.5  - easetupfull,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
9.11.2020 14:13,student01,Súbor: Install EA 13.5  - easetupfull,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
9.11.2020 14:13,student01,Súbor: sparxkeystoreservice install tutorial,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
9.11.2020 15:04,student01,URL: Plná verzia EA14 - verzia viazaná na študentov UKF,URL,Zobrazené moduly kurzu,web,URL - Zobrazené moduly kurzu
9.11.2020 15:05,student01,Stránka: Postup inštalácie,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
9.11.2020 15:17,student01,Súbor: sparxkeystoreservice install tutorial,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
9.11.2020 15:18,student01,Stránka: Postup inštalácie,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
9.11.2020 15:20,student01,Súbor: Install EA 13.5  - easetupfull,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
9.11.2020 15:22,student01,Stránka: Postup inštalácie,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
9.11.2020 15:23,student01,Stránka: Postup inštalácie,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
10.11.2020 10:14,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
10.11.2020 10:14,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
10.11.2020 10:15,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
10.11.2020 10:15,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
10.11.2020 10:27,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
10.11.2020 10:28,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
10.11.2020 10:28,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
10.11.2020 12:19,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
10.11.2020 12:19,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
10.11.2020 12:20,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Bol zobrazený formulár pre riešenia zadania.,web,Zadanie - Bol zobrazený formulár pre riešenia zadania.
10.11.2020 12:20,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
10.11.2020 12:20,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Zadanie bolo odoslané,web,Zadanie - Zadanie bolo odoslané
10.11.2020 12:20,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Používateľ prijal prehlásenie o odovzdanom zadaní.,web,Zadanie - Používateľ prijal prehlásenie o odovzdanom zadaní.
10.11.2020 12:20,student01,"Zadanie: Wireframe,Prototyp,Mockup",Súbory odovzdaných zadaní,Bolo vytvorené riešenie zadania.,web,Súbory odovzdaných zadaní - Bolo vytvorené riešenie zadania.
10.11.2020 12:20,student01,"Zadanie: Wireframe,Prototyp,Mockup",Súbory odovzdaných zadaní,Súbor bol nahraný,web,Súbory odovzdaných zadaní - Súbor bol nahraný
10.11.2020 12:20,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
10.11.2020 12:22,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
10.11.2020 12:22,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
30.11.2020 0:36,student01,Test: Priebežný test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
30.11.2020 0:36,student01,Stránka: Požiadavky na vedomosti pre skúškový test,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
30.11.2020 0:36,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
30.11.2020 0:37,student01,Stránka: Podmienky pre dokumentáciu projektu,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
30.11.2020 0:37,student01,Súbor: Mystery Shopping - Charakteristika a Zadanie projektu,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
9.12.2020 17:58,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
14.12.2020 7:30,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
15.12.2020 16:08,student01,Súbor: Mystery Shopping - Charakteristika a Zadanie projektu,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
15.12.2020 16:08,student01,Stránka: Podmienky pre dokumentáciu projektu,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
15.12.2020 16:09,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
15.12.2020 16:09,student01,Stránka: Požiadavky na vedomosti pre skúškový test,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
15.12.2020 16:09,student01,Test: Priebežný test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
16.12.2020 21:38,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
18.12.2020 15:53,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
18.12.2020 15:53,student01,Súbor: Mystery Shopping - Charakteristika a Zadanie projektu,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
18.12.2020 16:28,student01,Súbor: Requirements Management in Enterprise Architect,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
18.12.2020 16:28,student01,Súbor: Návrh GUI - návrh interakcie - prednáška,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
18.12.2020 16:28,student01,Zadanie: Prípady použitia,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
18.12.2020 16:28,student01,Zadanie: Prípady použitia,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
18.12.2020 16:29,student01,Stránka: Podmienky pre dokumentáciu projektu,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
18.12.2020 16:36,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
20.12.2020 18:54,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
20.12.2020 19:14,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
20.12.2020 23:09,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
31.12.2020 22:52,student01,Spätná väzba: Anonymná spätná väzba,Spätná väzba,Zobrazené moduly kurzu,web,Spätná väzba - Zobrazené moduly kurzu
4.1.2021 1:17,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
4.1.2021 15:45,student01,Spätná väzba: Anonymná spätná väzba,Spätná väzba,Zobrazené moduly kurzu,web,Spätná väzba - Zobrazené moduly kurzu
6.11.2022 19:13,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
6.11.2022 19:13,student01,Stránka: Podmienky pre dokumentáciu projektu,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
6.11.2022 19:13,student01,Stránka: Požiadavky na vedomosti pre skúškový test,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
6.11.2022 19:13,student01,Zadanie: Doménový model,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
6.11.2022 19:13,student01,Zadanie: Doménový model,Zadanie,Komentár bol zobrazený,web,Zadanie - Komentár bol zobrazený
6.11.2022 19:13,student01,Zadanie: Doménový model,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
6.11.2022 19:14,student01,Test: Priebežný test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
6.11.2022 19:25,student01,Test: Priebežný test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
20.11.2022 19:50,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
20.11.2022 19:51,student01,Zadanie: Doménový model,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
20.11.2022 19:51,student01,Zadanie: Doménový model,Zadanie,Komentár bol zobrazený,web,Zadanie - Komentár bol zobrazený
20.11.2022 19:51,student01,Zadanie: Doménový model,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
20.11.2022 19:52,student01,Test: Priebežný test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
20.11.2022 19:52,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
20.11.2022 19:52,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
20.11.2022 19:52,student01,"Zadanie: Wireframe,Prototyp,Mockup",Zadanie,Komentár bol zobrazený,web,Zadanie - Komentár bol zobrazený
20.11.2022 20:01,student01,Zadanie: Prípady použitia,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
20.11.2022 20:01,student01,Zadanie: Prípady použitia,Zadanie,Komentár bol zobrazený,web,Zadanie - Komentár bol zobrazený
20.11.2022 20:01,student01,Zadanie: Prípady použitia,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
20.11.2022 20:01,student01,Zadanie: Doménový model,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
20.11.2022 20:01,student01,Zadanie: Doménový model,Zadanie,Komentár bol zobrazený,web,Zadanie - Komentár bol zobrazený
20.11.2022 20:01,student01,Zadanie: Doménový model,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
29.12.2022 18:08,student01,Súbor: Základné vzťahy medzi diagramami UML,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
29.12.2022 18:09,student01,Súbor: Príklady diagramov tried - Doménové modely,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
29.12.2022 18:11,student01,Súbor: Class Diagram - IBM presentation,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
29.12.2022 18:11,student01,Súbor: Doménový model UML,Zdroj,Zobrazené moduly kurzu,web,Zdroj - Zobrazené moduly kurzu
29.12.2022 18:11,student01,Zadanie: Doménový model,Zadanie,Zobrazené moduly kurzu,web,Zadanie - Zobrazené moduly kurzu
29.12.2022 18:11,student01,Zadanie: Doménový model,Zadanie,Bol zobrazený stav riešenia zadania.,web,Zadanie - Bol zobrazený stav riešenia zadania.
29.12.2022 18:11,student01,Zadanie: Doménový model,Zadanie,Komentár bol zobrazený,web,Zadanie - Komentár bol zobrazený
23.1.2023 20:03,student01,Test: Priebežný test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
23.1.2023 20:03,student01,Adresár: Prednášky,Adresár,Zobrazené moduly kurzu,web,Adresár - Zobrazené moduly kurzu
23.1.2023 20:03,student01,Adresár: Prednášky,Adresár,Zip archív priečinka bol stiahnutý,web,Adresár - Zip archív priečinka bol stiahnutý
2.4.2023 14:14,student01,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
28.9.2020 9:19,student02,Test: Záverečný teoretický test,Test,Zobrazené moduly kurzu,web,Test - Zobrazené moduly kurzu
28.9.2020 9:19,student02,Workshop: Odovzdanie projektu,Workshop,Zobrazené moduly kurzu,web,Workshop - Zobrazené moduly kurzu
28.9.2020 9:20,student02,Stránka: Požiadavky na vedomosti pre skúškový test,Stránka,Zobrazené moduly kurzu,web,Stránka - Zobrazené moduly kurzu
