CaseID,Activity,Timestamp
student01,Bol zobrazený stav riešenia zadania.,10.11.2020 10:28
student01,Zobrazené moduly kurzu,10.11.2020 10:28
student01,Kurz bol prehliadnutý,10.11.2020 12:19
student01,Zobrazené moduly kurzu,10.11.2020 12:19
student01,Bol zobrazený stav riešenia zadania.,10.11.2020 12:19
student01,Bol zobrazený formulár pre riešenia zadania.,10.11.2020 12:20
student01,Zobrazené moduly kurzu,10.11.2020 12:20
student01,Zadanie bolo odoslané,10.11.2020 12:20
student01,Používateľ prijal prehlásenie o odovzdanom zadaní.,10.11.2020 12:20
student01,Aktualizované nastavenie splnenie aktivity kurzu,10.11.2020 12:20
student01,Bolo vytvorené riešenie zadania.,10.11.2020 12:20
student01,Súbor bol nahraný,10.11.2020 12:20
student01,Bol zobrazený stav riešenia zadania.,10.11.2020 12:20
student01,Kurz bol prehliadnutý,10.11.2020 12:22
student01,Bol zobrazený stav riešenia zadania.,10.11.2020 12:22
student01,Zobrazené moduly kurzu,10.11.2020 12:22
student01,Kurz bol prehliadnutý,30.11.2020 0:36
student01,Zobrazené moduly kurzu,30.11.2020 0:36
student01,Zobrazené moduly kurzu,30.11.2020 0:36
student01,Zobrazené moduly kurzu,30.11.2020 0:36
student01,Kurz bol prehliadnutý,30.11.2020 0:37
student01,Zobrazené moduly kurzu,30.11.2020 0:37
student01,Zobrazené moduly kurzu,30.11.2020 0:37
student01,Kurz bol prehliadnutý,9.12.2020 17:57
student01,Zobrazené moduly kurzu,9.12.2020 17:58
student01,Kurz bol prehliadnutý,9.12.2020 17:58
student01,Zobrazené moduly kurzu,14.12.2020 7:30
student01,Kurz bol prehliadnutý,15.12.2020 16:06
student01,Zobrazené moduly kurzu,15.12.2020 16:08
student01,Zobrazené moduly kurzu,15.12.2020 16:08
student01,Zobrazené moduly kurzu,15.12.2020 16:09
student01,Kurz bol prehliadnutý,15.12.2020 16:09
student01,Zobrazené moduly kurzu,15.12.2020 16:09
student01,Zobrazené moduly kurzu,15.12.2020 16:09
student01,Kurz bol prehliadnutý,15.12.2020 16:10
student01,Zobrazené moduly kurzu,16.12.2020 21:38
student01,Zobrazené moduly kurzu,18.12.2020 15:53
student01,Kurz bol prehliadnutý,18.12.2020 15:53
student01,Zobrazené moduly kurzu,18.12.2020 15:53
student01,Aktualizované nastavenie splnenie aktivity kurzu,18.12.2020 16:28
student01,Zobrazené moduly kurzu,18.12.2020 16:28
student01,Kurz bol prehliadnutý,18.12.2020 16:28
student01,Zobrazené moduly kurzu,18.12.2020 16:28
student01,Zobrazené moduly kurzu,18.12.2020 16:28
student01,Bol zobrazený stav riešenia zadania.,18.12.2020 16:28
student01,Zobrazené moduly kurzu,18.12.2020 16:29
student01,Kurz bol prehliadnutý,18.12.2020 16:29
student01,Zobrazené moduly kurzu,18.12.2020 16:36
student01,Zobrazené moduly kurzu,20.12.2020 18:54
student01,Zobrazené moduly kurzu,20.12.2020 19:14
student01,Zobrazené moduly kurzu,20.12.2020 23:09
student01,Zobrazené moduly kurzu,31.12.2020 22:52
student01,Zobrazené moduly kurzu,4.1.2021 1:17
student01,Zobrazené moduly kurzu,4.1.2021 15:45
student01,Štatistika hodnotenia používateľa zobrazená,11.1.2022 16:15
student01,Kurz bol prehliadnutý,6.11.2022 19:13
student01,Zobrazené moduly kurzu,6.11.2022 19:13
student01,Zobrazené moduly kurzu,6.11.2022 19:13
student01,Zobrazené moduly kurzu,6.11.2022 19:13
student01,Bol zobrazený stav riešenia zadania.,6.11.2022 19:13
student01,Komentár bol zobrazený,6.11.2022 19:13
student01,Zobrazené moduly kurzu,6.11.2022 19:13
student01,Kurz bol prehliadnutý,6.11.2022 19:14
student01,Zobrazené moduly kurzu,6.11.2022 19:14
student01,Zobrazené moduly kurzu,6.11.2022 19:25
student01,Kurz bol prehliadnutý,6.11.2022 19:25
student01,Kurz bol prehliadnutý,20.11.2022 19:50
student01,Zobrazené moduly kurzu,20.11.2022 19:50
student01,Kurz bol prehliadnutý,20.11.2022 19:51
student01,Bol zobrazený stav riešenia zadania.,20.11.2022 19:51
student01,Komentár bol zobrazený,20.11.2022 19:51
student01,Zobrazené moduly kurzu,20.11.2022 19:51
student01,Kurz bol prehliadnutý,20.11.2022 19:52
student01,Zobrazené moduly kurzu,20.11.2022 19:52
student01,Zobrazené moduly kurzu,20.11.2022 19:52
student01,Bol zobrazený stav riešenia zadania.,20.11.2022 19:52
student01,Komentár bol zobrazený,20.11.2022 19:52
student01,Kurz bol prehliadnutý,20.11.2022 19:54
student01,Bol zobrazený stav riešenia zadania.,20.11.2022 20:01
student01,Komentár bol zobrazený,20.11.2022 20:01
student01,Zobrazené moduly kurzu,20.11.2022 20:01
student01,Kurz bol prehliadnutý,20.11.2022 20:01
student01,Bol zobrazený stav riešenia zadania.,20.11.2022 20:01
student01,Komentár bol zobrazený,20.11.2022 20:01
student01,Zobrazené moduly kurzu,20.11.2022 20:01
student01,Kurz bol prehliadnutý,16.12.2022 2:13
student01,Prístup k testu bol zablokovaný,16.12.2022 2:13
student01,Prístup k testu bol zablokovaný,16.12.2022 2:13
student01,Kurz bol prehliadnutý,29.12.2022 18:08
student01,Zobrazené moduly kurzu,29.12.2022 18:08
student01,Zobrazené moduly kurzu,29.12.2022 18:09
student01,Zobrazené moduly kurzu,29.12.2022 18:11
student01,Zobrazené moduly kurzu,29.12.2022 18:11
student01,Zobrazené moduly kurzu,29.12.2022 18:11
student01,Bol zobrazený stav riešenia zadania.,29.12.2022 18:11
student01,Komentár bol zobrazený,29.12.2022 18:11
student01,Kurz bol prehliadnutý,23.1.2023 20:03
student01,Zobrazené moduly kurzu,23.1.2023 20:03
student01,Zobrazené moduly kurzu,23.1.2023 20:03
student01,Zip archív priečinka bol stiahnutý,23.1.2023 20:03
student01,Kurz bol prehliadnutý,31.3.2023 23:33
student01,Kurz bol prehliadnutý,2.4.2023 14:14
student01,Zobrazené moduly kurzu,2.4.2023 14:14
student02,Kurz bol prehliadnutý,2.4.2023 14:14
student02,Člen skupiny bol pridaný,28.9.2020 9:17
student02,Rola priradená,28.9.2020 9:17
student02,Používateľ bol zapísaný do kurzu,28.9.2020 9:17
student02,Kurz bol prehliadnutý,28.9.2020 9:17
student02,Zobrazené moduly kurzu,28.9.2020 9:19
student02,Kurz bol prehliadnutý,28.9.2020 9:19
student02,Zobrazené moduly kurzu,28.9.2020 9:19
student02,Aktualizované nastavenie splnenie aktivity kurzu,28.9.2020 9:20
student02,Zobrazené moduly kurzu,28.9.2020 9:20
student02,Kurz bol prehliadnutý,28.9.2020 9:20
student02,Kurz bol prehliadnutý,5.10.2020 9:45
student02,Zobrazené moduly kurzu,5.10.2020 9:46
student02,Kurz bol prehliadnutý,5.10.2020 9:48
student02,Zobrazené moduly kurzu,7.10.2020 14:43
student02,Kurz bol prehliadnutý,9.10.2020 10:52
student02,Kurz bol prehliadnutý,9.10.2020 12:00
student02,Aktualizované nastavenie splnenie aktivity kurzu,9.10.2020 12:01
student02,Zobrazené moduly kurzu,9.10.2020 12:01
student02,Kurz bol prehliadnutý,9.10.2020 12:04
student02,Aktualizované nastavenie splnenie aktivity kurzu,9.10.2020 12:04
student02,Zobrazené moduly kurzu,9.10.2020 12:04
student02,Aktualizované nastavenie splnenie aktivity kurzu,9.10.2020 12:05
student02,Zobrazené moduly kurzu,9.10.2020 12:05
student02,Kurz bol prehliadnutý,9.10.2020 12:05
student02,Kurz bol prehliadnutý,9.10.2020 12:08
student02,Zobrazené moduly kurzu,10.10.2020 9:46
student02,Kurz bol prehliadnutý,11.10.2020 16:57
student02,Zobrazené moduly kurzu,11.10.2020 16:58
student02,Zobrazené moduly kurzu,11.10.2020 16:58
student02,Kurz bol prehliadnutý,11.10.2020 16:58
student02,Aktualizované nastavenie splnenie aktivity kurzu,11.10.2020 16:58
student02,Zobrazené moduly kurzu,11.10.2020 16:58
student02,Zobrazené moduly kurzu,11.10.2020 16:59
student02,Kurz bol prehliadnutý,13.10.2020 9:14
student02,Zobrazené moduly kurzu,13.10.2020 9:14
student02,Bol zobrazený stav riešenia zadania.,13.10.2020 9:14
student02,Bol zobrazený stav riešenia zadania.,13.10.2020 9:15
student02,Zobrazené moduly kurzu,13.10.2020 9:15
student02,Kurz bol prehliadnutý,13.10.2020 9:15
student02,Zobrazené moduly kurzu,13.10.2020 9:17
student02,Kurz bol prehliadnutý,13.10.2020 9:17
student02,Zobrazené moduly kurzu,13.10.2020 9:18
student02,Aktualizované nastavenie splnenie aktivity kurzu,13.10.2020 9:18
student02,Zobrazené moduly kurzu,13.10.2020 9:18
student02,Zobrazené moduly kurzu,13.10.2020 9:21
student02,Zobrazené moduly kurzu,13.10.2020 9:30
student02,Kurz bol prehliadnutý,13.10.2020 10:37
student02,Bol zobrazený stav riešenia zadania.,13.10.2020 10:37
student02,Zobrazené moduly kurzu,13.10.2020 10:37
student02,Bol zobrazený formulár pre riešenia zadania.,13.10.2020 10:37
student02,Zadanie bolo odoslané,13.10.2020 10:37
student02,Používateľ prijal prehlásenie o odovzdanom zadaní.,13.10.2020 10:37
student02,Aktualizované nastavenie splnenie aktivity kurzu,13.10.2020 10:37
student02,Bolo vytvorené riešenie zadania.,13.10.2020 10:37
student02,Súbor bol nahraný,13.10.2020 10:37
student02,Kurz bol prehliadnutý,15.10.2020 20:30
student02,Zobrazené moduly kurzu,15.10.2020 20:30
student02,Voľba bola vložená,15.10.2020 20:30
student02,Kurz bol prehliadnutý,15.10.2020 22:07
student02,Zobrazené moduly kurzu,16.10.2020 0:38
student02,Kurz bol prehliadnutý,16.10.2020 11:04
student02,Zobrazené moduly kurzu,16.10.2020 11:04
student02,Zobrazené moduly kurzu,16.10.2020 11:13
student02,Kurz bol prehliadnutý,16.10.2020 11:15
student02,Zobrazené moduly kurzu,16.10.2020 11:15
student02,Bol zobrazený stav riešenia zadania.,16.10.2020 11:15
student02,Kurz bol prehliadnutý,16.10.2020 11:20
student02,Zobrazené moduly kurzu,16.10.2020 11:20
student02,Zobrazené moduly kurzu,16.10.2020 11:21
student02,Kurz bol prehliadnutý,17.10.2020 10:59
student02,Zobrazené moduly kurzu,17.10.2020 10:59
student02,Kurz bol prehliadnutý,20.10.2020 9:14
student02,Zobrazené moduly kurzu,20.10.2020 9:17
student02,Kurz bol prehliadnutý,20.10.2020 9:17
student02,Zobrazené moduly kurzu,20.10.2020 9:17
student02,Zobrazené moduly kurzu,20.10.2020 9:17
student02,Kurz bol prehliadnutý,20.10.2020 9:18
student02,Bol zobrazený stav riešenia zadania.,20.10.2020 9:18
student02,Zobrazené moduly kurzu,20.10.2020 9:18
student02,Zobrazené moduly kurzu,20.10.2020 9:18
student02,Bol zobrazený stav riešenia zadania.,20.10.2020 9:18
student02,Bol zobrazený stav riešenia zadania.,20.10.2020 10:38
student02,Zobrazené moduly kurzu,20.10.2020 10:38
student02,Bol zobrazený formulár pre riešenia zadania.,20.10.2020 10:38
student02,Používateľ prijal prehlásenie o odovzdanom zadaní.,20.10.2020 10:39
student02,Aktualizované nastavenie splnenie aktivity kurzu,20.10.2020 10:39
student02,Bolo vytvorené riešenie zadania.,20.10.2020 10:39
student02,Súbor bol nahraný,20.10.2020 10:39
student02,Zobrazené moduly kurzu,20.10.2020 10:39
student02,Bol zobrazený stav riešenia zadania.,20.10.2020 10:39
student02,Zadanie bolo odoslané,20.10.2020 10:39
student02,Zobrazené moduly kurzu,20.10.2020 10:41
student02,Bol zobrazený formulár pre riešenia zadania.,20.10.2020 10:41
student02,Bol zobrazený stav riešenia zadania.,20.10.2020 10:41
student02,Zadanie bolo odoslané,20.10.2020 10:41
student02,Používateľ prijal prehlásenie o odovzdanom zadaní.,20.10.2020 10:41
student02,Používateľ aktualizoval svoje zadanie.,20.10.2020 10:41
student02,Súbor bol nahraný,20.10.2020 10:41
student02,Kurz bol prehliadnutý,20.10.2020 10:42
student02,Bol zobrazený stav riešenia zadania.,20.10.2020 10:42
student02,Zobrazené moduly kurzu,20.10.2020 10:42
student02,Zobrazené moduly kurzu,23.10.2020 20:51
student02,Zobrazené moduly kurzu,2.11.2020 10:54
student02,Kurz bol prehliadnutý,2.11.2020 12:08
student02,Zobrazené moduly kurzu,2.11.2020 12:09
student02,Kurz bol prehliadnutý,2.11.2020 12:09
student02,Zobrazené moduly kurzu,2.11.2020 12:09
student02,Zobrazené moduly kurzu,2.11.2020 12:09
student02,Zobrazené moduly kurzu,2.11.2020 12:12
student02,Kurz bol prehliadnutý,2.11.2020 12:14
student02,Bol zobrazený stav riešenia zadania.,2.11.2020 12:14
student02,Zobrazené moduly kurzu,2.11.2020 12:14
student02,Bol zobrazený stav riešenia zadania.,2.11.2020 12:14
student02,Zobrazené moduly kurzu,2.11.2020 12:14
student02,Kurz bol prehliadnutý,2.11.2020 20:35
student02,Kurz bol prehliadnutý,3.11.2020 9:07
student02,Zobrazené moduly kurzu,3.11.2020 9:14
student02,Zahájený pokus,3.11.2020 9:17
student02,Zobrazený pokus testu,3.11.2020 9:17
student02,Zobrazený súhrn pokusov testu,3.11.2020 10:51
student02,Zobrazený pokus testu,3.11.2020 10:51
student02,Zobrazený súhrn pokusov testu,3.11.2020 10:52
student02,Zobrazené moduly kurzu,3.11.2020 10:52
student02,Odoslaný pokus testu,3.11.2020 10:52
student02,Kurz bol prehliadnutý,3.11.2020 14:04
student02,Zobrazené moduly kurzu,3.11.2020 14:05
student02,Zobrazené moduly kurzu,6.11.2020 3:30
student02,Kurz bol prehliadnutý,6.11.2020 3:31
student02,Kurz bol prehliadnutý,10.11.2020 9:15
student02,Zobrazené moduly kurzu,10.11.2020 9:15
student02,Zobrazené moduly kurzu,10.11.2020 10:11
student02,Kurz bol prehliadnutý,10.11.2020 10:11
student02,Zobrazené moduly kurzu,10.11.2020 10:11
student02,Bol zobrazený stav riešenia zadania.,10.11.2020 10:11
student02,Bol zobrazený formulár pre riešenia zadania.,10.11.2020 10:20
student02,Zobrazené moduly kurzu,10.11.2020 10:20
student02,Zobrazené moduly kurzu,10.11.2020 10:25
student02,Zadanie bolo odoslané,10.11.2020 10:25
student02,Používateľ prijal prehlásenie o odovzdanom zadaní.,10.11.2020 10:25
student02,Aktualizované nastavenie splnenie aktivity kurzu,10.11.2020 10:25
student02,Bolo vytvorené riešenie zadania.,10.11.2020 10:25
student02,Súbor bol nahraný,10.11.2020 10:25
student02,Bol zobrazený stav riešenia zadania.,10.11.2020 10:25
student02,Zobrazené moduly kurzu,22.11.2020 5:02
student02,Kurz bol prehliadnutý,23.11.2020 16:11
student02,Kurz bol prehliadnutý,23.11.2020 16:45
student02,Zobrazené moduly kurzu,23.11.2020 16:45
student02,Bol zobrazený stav riešenia zadania.,23.11.2020 16:45
student02,Zobrazené moduly kurzu,24.11.2020 5:21
student02,Zobrazené moduly kurzu,24.11.2020 5:22
student02,Kurz bol prehliadnutý,24.11.2020 5:22
student02,Zobrazené moduly kurzu,24.11.2020 5:22
student02,Zobrazené moduly kurzu,24.11.2020 5:22
student02,Kurz bol prehliadnutý,24.11.2020 8:45
student02,Zobrazené moduly kurzu,29.11.2020 21:41
student02,Zobrazené moduly kurzu,5.12.2020 12:28
student02,Zobrazené moduly kurzu,7.12.2020 9:48
student02,Zobrazené moduly kurzu,7.12.2020 21:49
student02,Zobrazené moduly kurzu,12.12.2020 0:08
student02,Kurz bol prehliadnutý,14.12.2020 10:08
student02,Aktualizované nastavenie splnenie aktivity kurzu,14.12.2020 10:09
student02,Aktualizované nastavenie splnenie aktivity kurzu,14.12.2020 10:09
student02,Zobrazené moduly kurzu,14.12.2020 10:09
student02,Kurz bol prehliadnutý,14.12.2020 10:09
student02,Aktualizované nastavenie splnenie aktivity kurzu,14.12.2020 10:09
student02,Aktualizované nastavenie splnenie aktivity kurzu,14.12.2020 10:09
student02,Aktualizované nastavenie splnenie aktivity kurzu,14.12.2020 10:09
student02,Aktualizované nastavenie splnenie aktivity kurzu,14.12.2020 10:09
student02,Zobrazené moduly kurzu,14.12.2020 10:09
student02,Zobrazené moduly kurzu,14.12.2020 10:09
student02,Kurz bol prehliadnutý,14.12.2020 10:10
student02,Aktualizované nastavenie splnenie aktivity kurzu,14.12.2020 10:10
student02,Aktualizované nastavenie splnenie aktivity kurzu,14.12.2020 10:10
student02,Zobrazené moduly kurzu,14.12.2020 10:10
student02,Kurz bol prehliadnutý,14.12.2020 10:28
student02,Zobrazené moduly kurzu,14.12.2020 10:29
student02,Kurz bol prehliadnutý,14.12.2020 10:29
student02,Zobrazené moduly kurzu,14.12.2020 10:30
student02,Kurz bol prehliadnutý,14.12.2020 10:30
student02,Zobrazené moduly kurzu,14.12.2020 10:30
student02,Kurz bol prehliadnutý,14.12.2020 23:24
student02,Zobrazené moduly kurzu,14.12.2020 23:24
student02,Zobrazené moduly kurzu,15.12.2020 9:09
student02,Kurz bol prehliadnutý,15.12.2020 18:45
student02,Zobrazené moduly kurzu,17.12.2020 8:45
student02,Kurz bol prehliadnutý,17.12.2020 8:46
student02,Kurz bol prehliadnutý,18.12.2020 15:57
student02,Zobrazené moduly kurzu,18.12.2020 15:57
student02,Kurz bol prehliadnutý,18.12.2020 15:58
student02,Zobrazené moduly kurzu,18.12.2020 15:58
student02,Zobrazené moduly kurzu,18.12.2020 15:58
student02,Kurz bol prehliadnutý,18.12.2020 15:59
student02,Zobrazené moduly kurzu,18.12.2020 16:16
student02,Kurz bol prehliadnutý,18.12.2020 16:16
student02,Zobrazené moduly kurzu,19.12.2020 2:16
student02,Kurz bol prehliadnutý,19.12.2020 3:48
student02,Zobrazené moduly kurzu,19.12.2020 3:48
student02,Kurz bol prehliadnutý,19.12.2020 3:54
student02,Zobrazené moduly kurzu,19.12.2020 3:54
student02,Zobrazené moduly kurzu,19.12.2020 11:51
student02,Kurz bol prehliadnutý,19.12.2020 11:52
student02,Zobrazené moduly kurzu,19.12.2020 11:52
